标题,标题1,作者,内容
第六版 理论评论,漫画,,"
近日，深度贫困地区脱贫攻坚座谈会在广西河池召开。深度贫困地区是决定脱贫攻坚进展和成效的关键区域，要以更有力的举措、更扎实的行动，全方位深入推进深度贫困地区脱贫攻坚，确保同全国一道全面建成小康社会。必须瞄准深度贫困地区脱贫攻坚突出问题和重点任务精准施策、聚力攻坚。要抓好巡视发现问题整改，强化责任落实，加大支持保障力度，发挥好东西部扶贫协作和对口支援、中央单位定点扶贫作用，激发贫困群众内生动力，全面提高脱贫攻坚工作质量和成效。 （李明新/绘）"
第六版 理论评论,让党建平台“活”起来,,"近年来，随着互联网+党建模式的推广，党建网、党建公众号、党建APP等信息平台层出不穷，在提升党组织工作效率、增强网络阵地话语权等方面发挥了重要作用。
但也要看到，一些地方的党建平台普遍存在“重建轻管”现象，缺乏活力和吸引力，一部分建成的信息平台甚至沦为了“面子工程”。有的盲目跟风，建设不切实际，兴建时不顾现状、不计成本，造成资源浪费。有的内容单一，内容新意不足，只当“二传手”，将工作重心放在转发上级文件和领导讲话上，忽视平台语言的鲜活度。有的缺乏互动性，和群众交流不足，让群众产生“假大空”的错觉，导致吸引力不足。
党建信息平台建成不是目的，用好用活才是关键。发挥党建信息平台作用，须在三方面下功夫。要提高思想认识，聚集各方力量，严格审核信息内容，提高信息发布实效。要定岗定责专职维护，配备专职管理员，既要定期编发上级党委的新精神、新要求，也要反映基层的需求，不断完善信息平台。要加强互动性和内容鲜活性，多用鲜活的语言、多写鲜活的事例；呈现形式上多采用幻灯片、音视频等形式；同时增设在线答题、意见征集、投票征文等活动，增强平台互动性。
（作者单位：江苏省淮安市洪泽区委组织部）"
第七版 海外瞭望,国外政党的基层组织建设,,"
南非非国大庆祝建党百年。
20世纪中后期、特别是冷战结束以来，世界政治、经济形势发生重大变化，各国政治生态和社会环境发生深刻变动，政党发展困难日趋增多，危机一步步凸显，政党基层组织也面临着巨大的冲击和挑战。为了改变这种局面，增强党的凝聚力、影响力和号召力，多国政党对党的组织进行了变革，探寻新的形势下发挥基层组织活力的新路径、新方法、新机制。
加强组织建设
扩大基层党组织的社会覆盖面。近年来，越共、老挝人革党加快在股份制企业、私营企业和外资企业中成立基层党组织，大力发展党员，并在以往重视不够的少数民族地区建立基层党组织，尽可能减少基层建设的“盲区”。老挝党还针对农村部分村庄人口少、居住分散、交通不便的情况，实行党组织的“合并村”建设：一是将几个小村集中起来形成大村，成立村党支部；二是将具有自主发展能力、有一定发展特色的五六个村的党支部合并成立为一个临时党总支，每个合并村由县委下派干部任党支部书记或党总支书记，并配备县级干部3至5人，指导各村群众发挥优势，发展生产。
通过机制创新拓展党员和支持者队伍。一些国家政党按照党员的不同兴趣、职业背景设立专题，采用“专题类”运作模式，将不同领域人员聚合在一起完成某些公共项目。许多政党重视利用新媒体，德国社民党在这方面的探索最为典型，早在新世纪之初就提出了建设“网络党”的目标，近年来更是将“社民党新闻平台”“网络社民党”建设作为党建机制创新的重要项目。美国民主党根据形势发展进行组织创新，创立了“虚拟基层组织”，在网上开展政策讨论。这种方式在一定程度上弥补了传统的“集会式”组织方式的不足，打破了时空、地域限制，增强了对网民的吸引力。
充分调动积极性
扩大党的基层组织和党员在党内决策中的代表性和作用。德国社民党要求，在重大政策出台前应加强党内讨论，并利用问卷调查方式向党的基层组织和党员征求对党的领导层、党的未来发展的看法和意见。新加坡人民行动党成立了展示民主形象的议事机制——政策论坛，负责收集基层党员和非党人士意见，定期讨论共同关心的重大问题，为领导层的决策提供参考意见建议。一些新兴政党将所有重大决策都交由基层决定，如德国绿党，先由基层代表提出问题，再交到州大会或联邦大会进行讨论，最后形成全党决议。党的领导层认真听取来自基层的意见建议，在此基础上形成了党的新的政策纲领。
创造条件，推动基层党组织开展活动。国外特别是许多发展中国家的基层党组织极少甚至没有专职干部，大多是兼职，基层党支部领导严重缺乏。针对这样的问题，南非非国大提出“所有干部都到一线（基层）去”“所有干部到支部去”。在选举年份，日本自民党、公明党、社民党和共产党都会向基层组织划拨大量活动经费，并根据基层党员人数定期下拨补助金、政党助成金以及机关党报收入提成，以保证基层组织有足够的资金开展工作。
提升素质能力
冷战结束以来，不少发展中国家政党不断加强对基层党员干部的理想信念教育。南非非国大、叙利亚复兴社会党等一些民族主义政党在支部中不定期地开展党性教育，在全党弘扬自愿奉献和爱国主义精神。在党的有关重大决策出台后，叙利亚、突尼斯、也门、埃及等执政党一般都会组织基层党员干部开展讨论和宣讲活动，提高全党的思想认识。西方国家左翼政党的基层组织和党员长期以来对党保持了较高的忠诚度，也是得益于经常性的思想工作。
通过多种方式提高党员干部的素质和能力。提高党员干部的素质和能力是国外政党特别重视的一项工作，许多政党把培养干部当作党的最重要的战略选择。西班牙工社党近些年来下大功夫培养党的各级领导人在公开场合讲话、宣传的技能，还专门建立了培训党的干部的基金会，培训内容包括如何在电视上、群众集会上提高演讲技能，如何博得选民的好感和支持等，既有集中授课，也有远程教学。法国社会党一般是每年七八月暑期开办大学，对基层党员干部进行竞选技能和实用专业知识的培训。此外，法国社会党还不定期地召开全国性的总支书记会议，将党的基层干部集中起来，就有关内政外交问题进行研讨，使其掌握中央的基本精神。
（摘编自《新视野》2018年第6期 王秋准 秦德占/文）"
第七版 海外瞭望,英国斥巨资全球抢夺“AI人才”,,"近日，英国商务大臣克拉克发布最新声明称，英国将首次在全国范围内，斥资上亿英镑增设人工智能硕士、博士学位，并且推出极具吸引力的阿兰图灵奖学金，面向全球最优秀的AI人才。
英国上议院人工智能特别委员会主席钟斯勋爵表示，政策支持、人才聚集以及不断完善的数字生态系统等因素决定了英国在人工智能领域将长期具有独特优势。
克拉克和分管数字、文化与媒体的大臣怀特共同宣布，未来几年，将有数千名毕业生成为AI领域专业人才，这也是去年4月英国政府宣布斥资10亿英镑，投入AI产业后的具体举措之一。当时，英国议会下属的人工智能特别委员会发布长达180页的报告《英国人工智能发展的计划、能力与志向》，报告几乎涵盖了人工智能的方方面面，从其概念、设计、研发和其对工作、生活、医疗等领域的影响以及应对人工智能威胁、塑造人工智能未来等层面进行了探索。
具体来看，此次英国政府针对高等教育不同阶段的学生，以及不同层次的研究人员提供相应的培训和资助，以期在各个领域培养出具备人工智能技术储备的人才。
首先，在科技巨头DeepMind、思科（Cisco）以及埃森哲等公司的资助下，今年9月，英国的大学将新增200个AI硕士学位，该学位的课程由英国编码研究所及计算机协会联手打造，为那些渴望进入AI行业的人员提供快速可行的基本技能，为英国未来各领域AI人才储备打下广泛基础。
在新增硕士学位的同时，包括剑桥大学、爱丁堡大学、伦敦帝国理工学院以及伦敦大学学院在内的16所英国高等学府，将设立专门的英国AI研究与创新博士培训中心（CDT），未来5年将有1000名学生有机会获得这一学位。为此，英国政府将斥资1亿英镑，同时也有来自劳斯莱斯、阿斯利康、英国电信、谷歌、微软以及亚马逊在内的行业合作伙伴提供资金支持。
来自英国的阿兰·图灵被誉为计算机之父，他也是人工智能概念雏形的提出者。此次，英国政府联手阿兰图灵研究所，推出5项面向全球最优秀人工智能研究人员的奖学金计划，涵盖了广泛的人工智能应用领域，包括数学科学、统计科学、计算科学和工程等，以吸引和留住世界各地最顶尖的专业人才。
去年12月，英国科研与创新署还发布了新的人工智能与数据科学资助计划，斥资4800万英镑，拓展人工智能在工程与城市规划、医疗健康、生命科学以及刑事司法等领域的应用。英国政府之所以大手笔强化人工智能领域优势，正是因为已经尝到了AI的甜头，并且看好未来能够带来的实际收益。
英国商务部发布的最新数据显示，过去一年，对英国人工智能领域的外来投资增长了17%，超过了整个欧洲的总和。此外，英国政府预计到2030年，人工智能将为英国经济带来2320亿英镑的额外收入，占到英国GDP的10%左右。
 （摘编自第一财经网 薛皎/文）"
第七版 海外瞭望,德国欲推“2030计划”护航制造业,,"
2月5日，德国经济能源部长彼得·阿尔特迈尔在新闻发布会上介绍“国家产业计划2030”。
德国或于今夏推出由经济能源部长彼得·阿尔特迈尔亲自操刀的“国家产业计划2030”，以“更有针对性地通过国家手段保护德企，令其适应日趋激烈的国际市场竞争”，“保障及恢复德国乃至欧盟的经济与技术领先地位”。鉴此，德国媒体将该计划定性为“保护工业战略”及拥抱第四次工业革命的十年行动纲领，期望借此继续领跑全球制造业，保持制造强国地位。
2013年4月，德国政府在汉诺威工业博览会上推出“工业4.0战略”，欲推进新一代技术研发和创新。细加分析，“工业4.0”是个发展过程，“2030计划”是攀高阶梯：推动制造业由大变强的行动路线和时间安排。要言之，对于德国这一素以制造业为核心竞争力的国家而言，此乃着眼全球制造业竞争力较量及产业变革趋势而制定的战略性规划；既是落实“工业4.0”的自选动作，亦是为参与国际科技大博弈的必选动作。
商战无穷年，科技是关键。德国欲推“2030产业计划”，有其深谋远虑：发挥国家、经济界和研究机构合力，通过税收、价格、融资诸项政策，改善市场环境，利用技术、人才、法律和高端制造等独特传统优势，建立跨企业联合体，打造旗舰企业。彼得·阿尔特迈尔还建议组建“德国投资基金”，以保障德国专业技术知识。可见，德国政府大力加强产官学合作，不惟瞄准国际市场营销，更是制造业固本强基战略。
根据“2030计划”，联邦政府将进一步夯实综合国力载体的制造业基础，大力推进实体生产与虚拟数字对接。至2030年，把工业产值的GDP占比逐步提升至25%（2017年制造业对GDP贡献率为23.4%）。10年内，联邦政府将重点扶持九大“关键工业领域”：分别是原料、化工产业、设备和机械制造、汽车及其零部件制造、光学与医学仪器产业、环保技术部门、国防工业、航空航天工业，以及运用3D打印等新制造技术的企业。
德国政府欲以西门子、宝马、戴姆勒和大众各大汽车制造商，以及巴斯夫、蒂森-克虏伯和德意志银行为“旗舰企业”标杆，降低企业兼并门槛，打造“德国和欧洲冠军”，并着力吸引著名跨国企业回流本土创业。计划的独到之处，还在于关注及重视占企业总数90%、被誉为“隐形冠军”的中小企业，使之也能从政府“加强”和“保护”政策中获益。
“2030产业计划”凸显德国朝野的危机感——感受到美日中印等国新技术赶超的压力。阿尔特迈尔坦陈：“环视全球，在科技领域，三四个国家正处于第一方阵；德必须争取跻身第一方阵。”德国官产学界普遍认为，下阶段工业化赛跑将展开于美德中之间，德国必须在后金融危机时代的产业大洗牌和再分工中凝神聚力，扶植战略新兴产业，并在资金、政策、人才、税收方面给予大力倾斜。
2月4日，德国总理安格拉·默克尔率企业家访日时指出，将加强德日经济和科技关系。德日两国均直面国际竞争力格局变化挑战，将围绕智能制造战场，在人工智能和数据领域协调一致。德日深受制造业立国思维影响，深谙经济权力维系于制造业竞争力。战后，在政府规划、引导、扶持产业方面，分别以“莱茵河模式”与“隅田川模式”著称。十几年来，德国政府已很少干预，该计划出台表明“经济政策转向”。
在德国联邦政府对“2030产业计划”拍板之前，将交由政、经、学、研各界讨论，内部尚存歧见。但该计划折射德国视制造业为最重要经济元素，并为重振制造业保驾领航。缘于此，“2030计划”或对德国早于其他发达国家顺利摆脱次贷危机引发的经济萧条，成为“工业4.0”概念之策源地，以及巧妙跨越“去工业化陷阱”的经济成功之道给予启迪。国际竞争力植根于强大制造业，此乃国力强盛与经济安全之根源。
（摘编自2月22日《文汇报》 陆忠伟/文）"
第七版 海外瞭望,法国结构性改革左右为难,,"法国总统马克龙近日发表公开信，宣布法国政府将就关键性改革议题展开为期两个月的“全国大辩论”。但是，很多法国民众对此并不买账，认为政府改革太过偏袒富人，忽略了普通民众的切身利益，没有讨论的必要。此次大辩论，将成为法国深层次结构性改革能否持续的关键。
法国总统马克龙发表致全体法国人民公开信，呼吁民众对“黄马甲”运动保持充分理性，并宣布政府将就关键性改革议题展开为期两个月的“全国大辩论”。面对难得的法国改革窗口期与民众对政府措施的强烈抵触情绪，马克龙此举被外界解读为平复民众愤怒的“缓兵之计”，全国性辩论能否有效化解此次遍及全法的“黄马甲”运动、深层次的结构性改革未来还能否顺利推进，也都将在未来两个月的大范围协调与辩论中获得答案，这封本该在法国传统打折季发表的公开信也将成为关乎法国改革能否长效、经济复苏能否转入正轨的关键所在。
自2018年11月份以来，法国爆发了大规模的“黄马甲”运动，并迅速呈现长期化、暴力化趋势，民众诉求也从最初的反对政府加征燃油税拓展至抗议政府改革对民生造成的损害，甚至一度要求马克龙下台。为化解民众的愤怒情绪，缓解“黄马甲”运动对社会与政治稳定的冲击，马克龙此前曾作出部分让步，宣布提升购买力计划等，试图挽回民意，但为彰显推进改革的决心，他在新年讲话中再次强硬表态，引发民意反弹，“黄马甲”运动也延续到了第九轮，抗议形式与诉求日益激烈，法国经济社会稳定遭受重创。在此形势下，马克龙决定开展为期两个月的“全国大辩论”，公众可就自己关心的问题提出意见建议，在辩论结束后，马克龙也将立即宣布辩论结果。
马克龙在发表的全体民众公开信中表示，此次大辩论“不是大选也不是公投”，而是“试图将怒火转化为解决方案”的行动。在公开信中，马克龙列举了讨论的四大主题，包括税务和公共开支、国家机制和国营企业、生态转型、民主和公民资格。对此，法国媒体指出，马克龙此举意在展现与民众平等对话的温和形象，尽快平息国内“黄马甲”运动对社会稳定造成的冲击。同时，马克龙也希望通过这次全国性辩论了解民众的真实想法，并寻求现实改革与民众诉求间的最大公约数，调整改革节奏。
然而，面对马克龙的邀约法国国内反对派并不领情。法国极右党派国民阵线主席勒庞呼吁全国示威者将5月26日的欧洲议会选举作为对马克龙政策的一次“公投”，并将借此契机“击败”马克龙。法国左翼社会党秘书长奥利维尔·弗雷指出：“这次辩论的结论必须是法国民众自己选择的，而不是总统提前设定好的。”
对于政府释放的满满诚意，法国民众似乎也失去了耐心。据法国调查机构Odoxa的最新民调结果显示，只有34%的法国民众计划参加这场全国大辩论，70%的民众则认为这“根本不会起作用”。
在此次辩论的四大议题中，税收与公共开支改革是民众关心的焦点，势必成为未来各方辩论与博弈的主战场。马克龙上台后，利用政治谈判策略与传统政党间的分裂，在相关税务、劳动法、国企与公共财政等领域的改革不断提速，多项改革措施齐头并进，不仅成功完成了劳动法与法铁改革，还在降低企业税、取消巨富税方面取得了实质性进展。但是，公共政策研究院近期的研究报告显示，虽然马克龙通过减免社会保险捐助、福利体系改革等措施兼顾了民生领域的发展，但民众的现实感受明显与设想相去甚远。调查报告数据显示，随着税改措施推进，法国最底层的20%民众购买力将下降0.5%至1%，占总数60%的中间阶层购买力虽然有所提升，但也仅为1%，1%的最富裕阶层购买力则将上升6%，这也是马克龙被民众贴上“富人总统”标签的重要原因，甚至有政府部长曾提醒马克龙：“我们必须小心，我们的速度有点过快了。”
法国经济学家在分析当前法国改革形式与政府信任危机时指出：“当前，我们面临的最大困难就是政府改革走得过快，忽略了民众的切身感受。”专家认为，法国政府要清醒地认识到，改革的最终目的是为了提升民众的生活水平，民众的坚定支持才是改革的动力源泉，这将比任何辩论都更加有效。
（摘编自1月16日《经济日报》 李鸿涛/文）"
第七版 海外瞭望,日本移民政策“逆转”,,"2018年12月，日本国会参议院全体会议表决通过《出入境管理及难民认定法》（入管法）修正案，向更多外来人口敞开劳动市场。有评论称，这是一项重大政策转变，或对日本社会产生巨大影响。不过，新法案也颇受争议，有批评指其语焉不详，制定仓促。
曾有评论称日本是“最纯粹”的民族国家，长期以来，单一的民族结构持续推动人口同质化。因此，移民一直属于日本社会中的禁忌话题，没有哪届政府敢轻易啃这块硬骨头。然而，面对形势所迫的安倍政府“别无他选”，不得不迈出这一步。日本厚生劳动省的数据显示，2017年人口减少数为39万多人，凸显日本人口加速减少趋势。东京商工调查数据显示，2016年至2017年，企业破产数量也随着人力短缺翻了一番。国际货币基金组织的数据显示，按照目前的老龄化速度，如果没有积极的政策干预，日本国内生产总值可能会在未来40年降低25%。
有评论称，日本此番大动干戈修改法律，凸显该国劳动力严重不足的现状。对于一个过去通常只向高技能专业人才发放签证的国家而言，面向外来蓝领工人敞开大门标志着重大政策转变。尽管日本政府坚称新政不等同于接收移民，但大量外来劳工涌入实际上无异于接收移民。
新的签证制度预计2019年4月开始实施，涉及建筑、农业和护理等14个行业，其中不少都是日本经济活动中不可或缺的行业，但人力严重紧缺。由于“无子化”和“老龄化”日益加剧，这些行业普遍面临“用工荒”。法案新设两种“在留资格”（居留资格）以接收外来劳工。第一类门槛较低，要求申请者具备一定程度的知识和技能，最长居留5年，但获签者不能“拖家带口”；第二类门槛较高，申请者需在特定领域有较高水平技能，但可携带家属。第二类允许更新居留期限，获签者有望实现永久居留。
据估算，新政实施5年内，除了已有的近130万外来劳工，日本预计新增34.5万外来劳工。然而，对于这样一项或对社会产生巨大影响的改革计划，执政联盟仅仅花了几周时间审议。据日本媒体报道，不少人认为新法案制定仓促，诸多重要条款语焉不详。有观点认为，安倍政府急于放宽移民规定另有考量。鉴于统一地方选举将于明年春季举行，国会参议院选举将于明年夏季举行，安倍政府赶在这样一个特殊时机积攒政绩，不仅是为迎合工业界要求，也是为关键选举拉票。因为日本一些地区急需劳动力，新政有望吸引当地选民，有助于执政联盟赢得选举。
面对即将涌入的数十万外来人口，日本准备好了吗？毕竟曾有媒体揭露在日研修生制度存在的各种问题，比如待遇低廉，工作强度大等等。据悉，日本政府将尽快制定更为全面的措施来接收更多外来劳工。
 （摘编自上观新闻 陆依斐/文）"
第八版 知行,善于从底线发力,,"习近平总书记在省部级主要领导干部坚持底线思维着力防范化解重大风险专题研讨班开班式上强调，要坚持底线思维，增强忧患意识，提高防控能力，着力防范化解重大风险。领导干部作为各项工作的领导者、组织者，能否把底线思维运用于生动实践中，既是检验其能力本领的重要标尺，也是坚持稳中求进、推动党和人民事业健康发展的内在要求。
以居安思危的忧患意识“知底线”。“安而不忘危，存而不忘亡，治而不忘乱。”领导干部要把找到底线作为坚持底线思维的基础前提，带头增强忧患意识。要始终牢记“天下兴亡、匹夫有责”，清晰洞察经济发展所面临的国际环境和国内条件深刻而复杂的变化，遵循稳中有变、变中有忧的客观实际，精准把握改革发展过程中的重大挑战、重大问题、重大阻力、重大矛盾。要深怀忧民之情，坚持以人民为中心的发展思想，涵养“群众利益无小事，民生问题大于天”的为民情怀，深入查找解决广大人民群众最直接、最现实、最关心的利益问题，人民群众反对和痛恨什么，就坚决防范和纠正什么。
以审时度势的风险意识“守底线”。“凡事预则立，不预则废。”领导干部要把守住底线作为坚持底线思维的关键，常观大势、常思大局，提前做好准备和预防，及时有效化解各种风险。要把握规律抓预判。善于从纷繁复杂的矛盾中把握规律，透过复杂现象把握本质，既高度警惕“黑天鹅”事件，又防范“灰犀牛”事件，全面、历史、发展地思考问题，科学预见形势发展走势和隐藏其中的风险挑战。充分认识风险，增强前瞻性，见微知著，宁可把形势想得复杂一点、把挑战看得严峻一些，对可能遇到的最大困难、最坏情况，做到心中有数、了然于胸。要完善机制抓防控。坚持未雨绸缪，下好“先手棋”，善于从最坏处着眼，做最充分的准备，着力建立健全风险研判机制、决策风险评估机制、风险防控协同机制、风险防控责任机制，构建务实管用的防控体系，推进风险防控工作科学化、精细化。积极寻求规避系统性风险、化解复杂矛盾、谋求创新发展的路径和方法，持续提升防控能力。要整合力量抓化解。注重提高做好新时代群众工作的能力，创新群众工作方法，着力引导群众、组织群众参与防范化解重大风险，群策群力、群防群治。坚持上下结合、内外联动、各方协作，统筹各方优势资源，整合各方优势力量，科学排兵布阵，确保化险为夷、转危为安。
以担当进取的斗争意识“优底线”。“取乎其上，得乎其中；取乎其中，得乎其下；取乎其下，则无所得矣。”领导干部要把优于底线作为坚持底线思维的高线目标，不纯粹地被动防御，善于从底线发力，打好防守反击战，取得改革创新主动权，全力争取最好结果。要永葆斗争精神，坚决摒弃贪图享受、精神懈怠、回避矛盾等消极思想和行为，以“踏平坎坷成大道，斗罢艰险又出发”的顽强意志，在大是大非问题上敢于坚守政德底线，在推进全面从严治党上敢于动真碰硬，在推动改革发展中敢于攻坚破难，始终保持敢于斗争的风骨、气节、操守、胆魄，绝不在任何困难挫折面前低头，绝不在任何风险挑战面前退缩，让斗争精神成为“标配”。坚持把完善斗争策略、提高斗争艺术、提升斗争能力作为教育培训干部的重要内容，锤炼善于斗争、斗之能胜的过硬本领，既有兵来将挡、水来土掩的硬功夫，又有见招拆招、借力发力的真本事，推动矛盾和风险向有利方向转化，在斗争中增进团结，在斗争中谋求合作，在斗争中实现共赢。要加强斗争历练。坚持把火热的实践作为最好的课堂，自觉投身新时代改革创新浪潮中，到重大斗争一线去真刀真枪磨炼，到急难险重一线吃苦耐劳打硬仗，多几回热锅上蚂蚁的煎熬，多几分“处变不惊”的镇定，多几成“庖丁解牛”的老练，在大事要事、急事难事的斗争考验中经风雨、见世面、长才干、壮筋骨。
 （作者系四川省广安市委常委、组织部长）"
第八版 知行,心有敬畏 去除骄泰,,"
领导干部要把深入改进作风与加强党性修养结合起来，自觉讲诚信、懂规矩、守纪律，襟怀坦白、言行一致，心存敬畏、手握戒尺，对党忠诚老实，对群众忠诚老实，做到台上台下一种表现，任何时候、任何情况下都不越界、越轨。
——2013年习近平总书记在辽宁考察时指出
习近平总书记强调领导干部要“心存敬畏、手握戒尺”。心有敬畏，行有所止；手握戒尺，举有所虑。在我国传统文化中，尤其是经典典籍中，有很多关于“敬畏观”的论述，值得我们深思和警醒。
由孔子创立的儒家文化有两项内容最为核心和关键：一是仁爱精神，一是敬畏观念。“恭在貌，敬在心”，外在的恭敬以内在的敬畏为根基。有了敬畏，才自觉己身微渺而生谦卑心，自觉德业重大而有使命感。人知谦卑而能自尊尊人，知使命方自弘弘道。
孔子说：“君子有三畏：畏天命，畏大人，畏圣人之言。”所说就是人应当心存敬畏。天命，即天道运行的规律，也指事物的法则、社会人生的规则。大人，指有德有位的人。圣人，则既仁且智，“德合于天地”“穷万事之终始”。君子与小人对天命、大人、圣人之言态度不同，小人不懂得天命，因而也不敬畏天命，也往往不知道敬重有德望的人。
“畏”也是“敬”，《广雅》曰“畏，敬也”，二字可以互训。皇侃《义疏》曰“心服曰畏”。心服，即心里折服，心里敬服。《大学》曰：“君子有大道，必忠信以得之，骄泰以失之。”人懂敬畏，才能忠信。所谓“天命不可违”，敬畏天命，就会自觉尊重天地法则；“大人”怀有经验与智慧，敬畏“大人”，就能循理而动，进退有据；“圣人之言”代表着道德与价值，心存敬畏，就不会迷失自我。人缺乏敬畏，就容易骄恣放纵、背离大道。
孔子格外强调“敬”，认为“敬畏”不可离身。弟子子张希望自己走到哪里都能通达，于是向孔子问“行”。孔子说：“言忠信，行笃敬，虽蛮貊之邦行矣。言不忠信，行不笃敬，虽州里行乎哉？立，则见其参于前也；在舆，则见其倚于衡也，夫然后行。”人应当时刻牢记，将“忠信”“笃敬”装在心中，说话忠诚守信，行事庄重严肃。做到这一点，走到哪里都能顺畅通达。人们言之“忠信”、行之“笃敬”，都源于内心深处的“敬”。
孔子儒家提倡的敬畏观念由来已久。在孔子整理的《尚书》各篇中，处处可见关于“敬”的说法。孔子“崇周”，“敬德保民”是西周时期占支配地位的政治伦理原则。当年，周文王向姜太公请教“至道之言”，以教育当时太子，并“明传之子孙”。太公回答中，有“敬胜怠则吉，怠胜敬则灭”一语，格外强调“敬”。后来，太公辅佐武王，也特别以同样的话相告诫，武王惕若恐惧，以“安乐必敬”“无行可悔”“一反一侧，亦不可以忘”“皇皇惟敬”等为戒书。
中国礼学经典《礼记》的开篇就有“毋不敬”三字，这正是对礼学精神的高度概括。孔子说：“君子无不敬也，敬身为大。”与这种思想完全一致。既然敬由心生，那么敬畏就是由敬重而生发的“惶恐”“怵惕”之感。《孝经》曰“天地之性人为贵”，万物生灵都一样得到天地之气成形，禀天地之道成性，但只有人最为尊贵。人之贵是因为人有“敬”心，可以导出谦、让、谨、勤之德，进入真、诚、和、美之境。对于人之修身，“敬”之义内涵丰富。
敬畏是一种心态与修养，更是一种境界和信仰。古人“以祀礼教敬”，中国祭祀天地、山川、鬼神的传统，目的在于教化人心，培养敬畏观念。中国关于“敬”的文化内涵丰富，也影响深远。宋儒说：“‘敬’之一字，聪明睿智皆由此出。”清朝乾隆时期的河南巡抚叶存仁，甘于淡泊，毫不苟取。他做官30余年，离任时，手下部属执意送行话别，但送行的船迟迟不发，叶存仁心里纳闷，等到明月高挂时，来了一叶小舟，原来是部属临别赠礼，等至夜里避人耳目。但他知荣辱，讲自爱，自尊自信，不做有损于自己名誉、形象的事，将礼物全部送还。人们常说“头顶三尺有神明，不畏人知畏己知”，典故就来自叶存仁。这是敬畏观念在历代中国产生深刻影响的一个代表或缩影。
当下，中国传统的敬畏观念、诚敬理念更有特别的意义与价值。只有敬畏天地自然法则，敬畏个人道德使命，心存对民族文化的“温情与敬意”，才能保持理性与信仰的平衡，才不会敬畏缺失、骄泰泛滥。缺少“敬”，“无知而无畏”的荒诞与罪恶就层出不穷；有了“敬”，才会有更多的真、善、美。
心中的敬畏、手中的戒尺，说到底就是做人为官的德行、规矩和准绳。领导干部能否常怀敬畏和戒惧之心，关乎做人行事的操守和品行，更关乎党的执政之基。敬畏之心不可无，戒尺之威不可亵。只有常怀敬畏之心，常握戒尺在手，有所为有所不为，才能牢记使命、不负重托，才能恪尽职守、务实奋进，才能在难题面前敢于开拓，在矛盾面前敢抓敢管，在风险面前敢担责任，不断开创各项工作新局面。
 （作者系中国孔子研究院院长）"
第八版 知行,从经典中吸取力量,,"
中华民族历史悠久，传统文化博大精深，国学典籍更是浩如烟海。许多广为传颂、脍炙人口的经典篇章、名言警句，蕴涵着处世修身、知人用人、为官为政的道理，代表着中华民族最深厚的文化实力。作为新时代的党员干部，如果能学习和掌握其精华，必将在奋斗路上迸发出强大的精神力量。
习之，当好现代君子。浩瀚的传统文化涵英隐华、底蕴广厚、理达宏微、智透古今，是中华民族源远流长的精神圣殿和灵魂支撑，特别是优秀的文化典籍，更是治国理政、教益风化、端纲正俗不可或缺的资源宝库。正如习近平总书记强调，中国传统文化博大精深，学习和掌握其中的各种思想精华，对树立正确的世界观、人生观、价值观很有益处。这其中，长期占主导地位的儒家思想所倡导的君子人格，对于今天的共产党人来说仍然具有重要的现实意义。作为党员干部，应当秉持高度的文化自觉和文化自信，真诚地加以梳理、吸取、转化，借以加强党性修养。要“志于道”，时刻坚守共产主义远大理想和中国特色社会主义共同理想；要心怀“仁政”，坚持立党为公、执政为民，坚持以人民为中心的发展思想，全心全意为人民服务；要“义以为质”，看清大是大非，远离低级趣味，做社会主义核心价值观的模范践行者。
敬之，力求守正出新。习近平总书记指出，优秀传统文化是一个国家、一个民族传承和发展的根本，如果丢掉了，就割断了精神命脉。进入新时代，伴随着我国经济社会发展与中华民族伟大复兴进程的推进，人们的文化自信不断增强。中国共产党人作为中华民族的先进代表，理应肩负起传承发展优秀传统文化的历史重任，守护好中华民族的“根”和“魂”。一方面，要坚守本根，增强文化自觉、坚定文化自信，呵护、尊重、光大优秀传统文化，维护好我们在世界民族之林中独一无二的文化身份。另一方面，要与时俱进，加强对优秀传统文化的挖掘，使中华民族的优秀文化基因与当代社会相适应、协调，推动中华优秀传统文化创新发展。
践之，做到古为今用。古人云，半部论语治天下。习近平总书记也曾精辟地指出：学史可以看成败、鉴得失、知兴替；学诗可以情飞扬、志高昂、人灵秀；学伦理可以知廉耻、懂荣辱、辨是非。学习在于应用。共产党人干事创业、治国理政，需要把传统文化的治理智慧运用于治理现代化实践，学会“用典治世”。无论身处何时何地，都应有“居庙堂之高则忧其民，处江湖之远则忧其君”的爱国爱民情怀；面对困难挫折，要有“不到长城非好汉”“不破楼兰终不还”的冲天豪气；在各种诱惑面前，需昂扬“富贵不能淫，贫贱不能移，威武不能屈”的浩然正气；在为民服务中，当细细品味“穷儒忧乐与民同，何况朱轮职劝农”的欣慰之情。力争在经典的陶冶下，达到自我净化、自我完善、自我革新、自我提高的境界，用实干和汗水浇灌出中华民族伟大复兴的绚烂之花。
 （作者单位：山东潍坊市坊子区委组织部）"
