标题,标题1,作者,内容
第四版 人事工作,坚持人才优先 聚焦创新创造,,"习近平总书记强调，人才是第一资源，创新是第一动力，并对四川“扎实开展创新创造”“推动治蜀兴川再上新台阶”作出重要指示。全国人社工作会议要求，健全人才工作机制，以“高精尖缺”人才为重点，助推解决“卡脖子”问题，努力提升产业链水平。2019年，四川将全面贯彻习近平总书记对四川工作系列重要指示精神，认真落实全国人社工作会议部署，以更加开阔的视野、科学的理念和前瞻的思维引才聚才、选才育才、用才留才，为实施“一干多支”发展战略、推动治蜀兴川再上新台阶提供坚强有力的人才支撑，以优异成绩迎接新中国成立70周年。
坚持问题导向，破除创新创造阻力，持续释放改革红利。四川紧紧围绕创新驱动转型发展，积极向用人主体放权、为人才松绑，制定出台分类推进人才评价机制改革实施意见、深化职称制度改革实施意见、扩大高等学校科研院所医疗卫生机构人事自主权“10条政策”、加强基层专业技术人才队伍建设“18条意见”等一批标志性、关键性人才新政，各市（州）也相继出台人才政策文件80余个，人才事业发展取得显著成效，一个更加灵活、更加开放、更加有效、更具四川特点的人才发展体制机制初步形成。下一步，将主动围绕建设经济强省，着力破除人才发展体制机制障碍，加快推动质量变革、效率变革、动力变革，构建推动经济高质量发展的人才发展新体系。一是用好人才评价“指挥棒”。全面落实分类推进人才评价机制改革的实施意见，改变以静态评价结果为“永久牌”标签和以论文、职称、学历、奖项为人才评价主要标准的局面，完善以能力、实绩和贡献为导向的人才评价体系，推动专业技术人才将学问“印”在车间里、论文“写”在大地上、成果进入千万家。二是开创军民融合深度发展新模式。聚焦聚力资源要素整合、人才聚集、产业升级，完善军民人才深度融合发展政策措施，奋力打造“成德绵创新驱动人才示范区”，全力建设“天府新区”“绵阳科技城”人才特区，积极探索全面创新改革“四川模式”。三是做实深化职称制度改革“大文章”。贯彻落实深化职称制度改革实施意见，进一步健全职称体系，推进职称评审社会化，主动服务民营经济、新经济新业态新模式发展，在具备条件的行业组织、中介机构开展职称评审试点；拓展人才评价范围，将港澳台和外国人才纳入职称评审，并开辟绿色通道；加速向用人主体放权，改进管理服务方式，将高级职称评审权有序下放到符合条件的重点产业发展聚集区，形成可复制可推广的改革经验。加强与国际劳工组织、国际人力资源开发协会等机构、协会的交流合作。深化职业资格改革，实行国家职业资格目录清单管理，建立目录动态调整机制，探索建立具有四川特色的全覆盖、全链条职业体系和执业标准。
聚焦“高精尖缺”，培育创新创造实力，积极赋能创新驱动。一直以来，四川深入实施天府英才工程，坚持把“高精尖缺”作为专技人才队伍建设的战略抓手，全力引才、育才和用才。目前，全省共有专业技术人才344万人，其中高级职称40万人，“高精尖缺”人才近2万名，科技创新创业者突破20万人，有效助推了创新驱动发展。当前，四川仍处于要素驱动向创新驱动的过渡阶段，受中美经贸摩擦和国际人才竞争格局变化的影响，诸多关键领域核心技术和人才争夺更加激烈，“卡脖子”问题愈发突出；同时，人才政策与产业、金融等政策协同发力还不够，人才原始创新能力还不强，人工智能、装备制造、物联网、大数据等领域仍然处在“追赶”“跟跑”的阶段，对“高精尖缺”人才的需求更加迫切。下一步，将在党管人才格局中，树立“一盘棋”思想，充分发挥政府人才综合管理职能作用，做好人才引领支撑和人才服务保障，搭建人才队伍“金字塔”，培育壮大创新创造实力。一是打造领军人才“塔尖”。实施领军人才培养工程，制定天府学者特聘专家制度，高质量开展第十三批省学术技术带头人及后备人选等高层次专业技术人才培养选拔工作；围绕电子信息、装备制造、食品饮料、先进材料、能源化工和数字经济“5+1”现代产业及建筑、文化旅游等关键领域，大力培育“高精尖缺”人才。二是夯实拔尖人才“塔身”。积极搭建政产学研用深度融合载体平台，放大博士后作为青年拔尖人才培养工作的品牌效应，稳步扩大设站招收规模，积极促进博士后与重大科研项目计划、重大工程项目、重点高校师资队伍建设相结合，加快培养造就一批创新型、复合型、战略型青年拔尖人才。三是筑牢基层人才“塔基”。深入推进知识更新工程实施，大力开展专业技术人才远程网络培训，加强基层人才素质提能，实施深度贫困县千名紧缺专业人才培养行动，开展专业技术人才全员培训，提升在职人员学历和乡土人才素质，实施“一村一幼”“一村一医”“一村一名农技员”培训提能，不断壮大基层专业技术人才队伍。
服务发展大局，激发创新创造活力，有效助力高质量发展。四川不断优化专业技术人才干事创业环境，做强人才吸附“新磁场”，鼓励专业技术人才在大众创业万众创新的实践中实现自我、创造价值、服务社会。下一步，四川将不断深化人才供给侧机构改革，有效整合创新人才政策，持续优化人才服务环境，充分激发人才创新创造活力。一是提升紧缺人才“供给端”的精度。主动对接“5+1”现代产业及建筑、文化旅游产业发展，采取“人才+项目+资本”模式，以产业调整推动人才供给侧结构性改革，培养聚集一大批经济社会发展急需紧缺人才，提高人才供给质量，推进人才智力转化，有效支撑经济高质量发展。二是提升人才扶贫“组合拳”的力度。紧扣脱贫攻坚、乡村振兴，聚焦彝区藏区等深度贫困地区，制定鼓励引导人才向基层流动“十条措施”，实施深度贫困县人才振兴、专家下基层行动工程，开展科技扶贫万里行活动，组建专业工作队精准帮扶凉山州，激励各类人才在贫困地区大展才华、大显身手。三是提升服务发展“急先锋”的效度。探索实施更加开放、更加灵活的高层次人才政策，围绕构建“一干多支、五区协同”区域发展新格局和形成“四向拓展、全域开放”立体全面开放新态势，主动融入“一带一路”建设、长江经济带发展、新一轮西部大开发等国家战略。进一步加强高层次人才服务，健全联系服务专家制度，发放高层次人才“人才绿卡”“一卡通”，探索建立“智慧人才”服务系统，促进人才与技术、资本等生产要素有机融合，加快推动形成现代经济发展的新动能、新机制、新增长点。"
第四版 人事工作,优化产业布局 凸显品牌效应,,"本报上海讯 （通讯员 潘玮）自中国上海人力资源服务产业园2011年挂牌成立以来，上海市静安区找准园区功能定位，坚持“硬件”“软件”两手齐抓，推动人力资源服务业持续发展，人才集聚的产业高地逐步形成。
打造“产业链”，凸显“集约效应”。优化产业布局。完善人力资源信息服务、生活服务、专业服务和配套服务等四大功能性区域规划，逐步打造以人力资源外包服务、高级人才寻访、人才培训测评、人才派遣为重点的服务产业链。搭建引才平台。以引人才、引智力、引技术、引项目为主要方式，重点建立苏河湾高端商务商业集聚区、大宁商业文化休闲服务业集聚区、北部生产性服务业集聚区等产业人才配置专业化平台。改善硬件设施。产业园所在区域已建成240余万平方米的建筑楼宇，其中商业面积、商办面积、居住和公共建设配套面积约各占1/3，形成中心城区内成熟的商贸商业区，推动产业“集约化”发展。
优化“服务网”，凸显“磁场效应”。完善管理机制。形成“三级管理体制”，即市政府负责决策部署、市人社局和区政府负责会商执行、园区服务机构负责日常管理；实行“三级运营模式”，即“联席会议+联席办+服务中心”，为园区规范持续发展提供机制保障。建立服务网络。园区内入驻上海市人才服务中心、上海海外人才服务中心、市社保机构、上海市出入境管理中心、上海人才培训广场等公共服务机构，覆盖了60余项人力资源公共服务业务，惠及各层次各类别人才。提高服务质量。区有关职能部门每位处级干部结对一家园区企业，及时了解企业及人才发展需求；在园区服务办公室中开展“YOU满意”服务品牌建设，为企业及人才提供“五心”服务，即：接待企业热心、解答政策耐心、审核材料细心、提供帮助诚心、解决问题真心，着力以优质服务打造集聚人力资源服务优质企业的“强磁场”。
探索“创新点”，凸显“品牌效应”。实施更开放的引才政策。聚焦总部型、实力强的知名企业，逐步试行人力资源服务业企业外资控股比例扩大至70%、专业人才引进专项落户等优惠政策，吸引任仕达中国总部、万宝盛华等多家国际知名企业落户园区。向用人主体放权。实行“先照后证”行政审批改革试点，对注册资金在1000万元以上的中央、市属及中外合资人力资源企业，采取授权审批和管理；对园区内企业的人力资源服务许可证，实行“三年一检”，提升行政效率。逐步扩大园区影响力。推动“人力资源专业服务平台”项目获批“张江示范区专项发展资金重点项目”，举办首届“沪台人力资源服务与产业发展论坛”“全国心理技术应用高峰论坛”等重要活动，园区的品牌价值不断显现。"
第四版 人事工作,云南武定县助力贫困劳动力就业创业,,"本报武定讯 （通讯员 妥自圆）2018年以来，云南省武定县大力开展就业扶贫工作，推动贫困劳动力就业创业。
该县围绕县域经济发展和促进贫困人口就业创业需要，对建档立卡贫困人口开展定岗、定向、订单式培训。广泛收集用工信息，面向求职人员开展职业介绍、求职登记、就业推荐和政策咨询，为用人单位提供招工登记、发布用工信息、组织现场招聘会等服务。对可转移就业的建档立卡贫困劳动力，进行全面动员并帮助转移就业。积极落实就业扶贫政策，开发乡村公共服务岗位1200个，创建4个“扶贫车间”，吸纳建档立卡贫困劳动力就业47人。"
第四版 人事工作,浙江天台县状态指数抓实平时考核,,"本报天台讯 （通讯员 郑晓刚 陈志委）近年来，浙江省天台县推行公务员状态指数考评机制，抓实公务员平时考核。
考评包括能力状态、活力状态和执行力状态指数。能力状态指数包括政策理论水平、专业知识和群众工作能力等方面；活力状态指数包括是否违反“八项规定”、上班纪律等方面；执行力状态指数包括日常工作完成情况以及在“最多跑一次”改革、“三改一拆”等重点工作中的现实表现。每季度将公务员的状态指数进行公示，开展“好状态”干部评比。2018年以来，该县共有87名“好状态”公务员被提拔使用到中层岗位或副科级岗位。"
第四版 人事工作,图片报道,,"
春节期间，江苏新沂市人社局连续举办五场“春风行动”大型招聘会，为企业与求职者搭建对接交流平台，让返乡人员实现“家门口”就业。图为求职者在了解企业情况和用工需求。
  张蒙蒙 摄"
第四版 人事工作,宁夏固原订单式培训推进技能扶贫,,"本报固原讯 （通讯员 高巍）近年来，宁夏固原市以市场需求为导向，以订单式培训为重点，推进技能扶贫工作，取得较好成效。
市人社部门在全市积极开展“巾帼育婴”“特殊群体”“产业工人”和“全域旅游”四个专项职业技能培训活动，采取政府购买培训成果方式，有力地助推脱贫攻坚。培育和打造“固原保姆”“固原月嫂”劳务品牌，培训妇女200人，提升妇女就业技能，实现妇女充分就业和较高收入。积极做好戒毒康复、即将刑满释放人员和残疾人等特殊群体的就业技能扶贫工作，共开展精准技能培训240人，帮助他们实现稳定就业和增加收入。对标工业园区各类企业用工需求，围绕重点产业和优势特色产业开展产业工人岗位技能提升，对符合条件的新招聘录用员工开展适合企业岗位实际需要的就业培训，让贫困农村劳动力拥有一技之长，提高就业稳定性。对在岗的产业工人开展提升培训，提高产业工人技能等级和技术水平，实现高质量就业。举办全市全域旅游服务行业从业人员技能提升专题培训班，培训旅游景点、餐饮服务、旅馆服务、农家乐及旅游产品类等从业人员400人。"
第四版 人事工作,新疆阿瓦提跟踪考核新任职公务员,,"本报阿瓦提讯 （通讯员 孙凯）近年来，新疆阿瓦提县实行新任职试用期公务员跟踪考核机制，强化公务员队伍管理。
该县规定新任职公务员试用期为一年，期满考核不合格取消任用资格。采取“动态考察+期满考核”模式，依托日常检查、半年考核、随机调研等载体，跟踪考察“德、能、勤、绩、廉”现实表现；试用期满，围绕思想动态、工作作风、履职能力等8个方面现实表现，采取民主测评、个人谈话、民意调查等方式，综合评定试用期公务员等次、转正资格。"
第四版 人事工作,湖北荆门市：全链条培养年轻公务员,,"本报荆门讯 （通讯员 杨中军 杜超 柳强）近年来，湖北省荆门市坚持把年轻公务员培养选拔放在全市干部队伍建设的首要位置进行谋划，探索建立年轻公务员全链条培养机制，深入推进新时代年轻公务员成长工程，为推动荆门高质量发展、打造湖北区域性增长极不断注入源头活水。
坚持在做大增量、做强存量中改善队伍结构。科学制定招录招聘计划，分类制定急需专业人才目录。注重从脱贫攻坚、重大项目建设一线，从金融规划、城市建设等专业性较强的部门，从信访维稳、急难险重岗位，选拔优秀年轻公务员为重点培养对象，分类建立35岁以下正科级公务员信息库。
坚持在理论武装、党性锤炼中增强政治定力。依托中南财经政法大学、红安干部学院以及市委党校，举办新时代年轻公务员成长工程培训班，采取“高校+红色教育基地+党校”三段式培训，帮助其树牢“四个意识”，坚定“四个自信”。大力实施年轻公务员政治能力、理想信念和党性修养提升工程，举办年轻公务员理想信念提升培训班，系统学习中国特色社会主义理论体系特别是习近平新时代中国特色社会主义思想。以“党员主题活动日”为载体，教育引导年轻党员公务员自觉参加组织生活，推动养成在监督下工作生活的思想自觉和行动自觉。
坚持在改革前沿、发展一线中提升专业素养。坚持“干什么、学什么，缺什么、补什么”，组织106名年轻公务员参加深化改革、精致城市、特色小镇、多层次资本市场、PPP政策与实操、供给侧结构性改革等10多个专题班培训，提高年轻公务员队伍整体专业化水平。组织年轻公务员赴上海、深圳、常州、苏州等先进地区，到产业基地、工业园区、项目建设现场考察学习，促使其培养专业精神、增强专业思维。同时，坚持把实践锻炼作为提升公务员专业素养的重要渠道，选派89名年轻公务员到改革主战场、发展最前沿进行岗位历练，用改革发展的重任打磨出干部的专业能力、专业作风。
坚持在基层实践、岗位磨练中增强工作本领。推进公务员双向交流挂职，从市直机关选派120名基层工作经历不满两年的年轻公务员到乡镇、贫困村挂职锻炼，从县乡机关选派100名优秀年轻公务员到市直部门跟班学习。围绕中心大局开展实践锻炼，选派一批公务员到17个市直招商专班和14个产业园区挂职2年，选派5名选调生到市招商局机关挂职1年。选派40岁以下新提拔重用县级公务员到市扶贫办、市信访局和市委督查室挂职担任督察员。推进年轻公务员轮岗交流常态化，对在现科室连续任科长满5年的，或在同一科室任职满10年的，以及在财务审批、资金管理、物资采购等关键岗位任职时间满5年的，进行轮岗交流。
坚持在备用结合、常态选拔中优化资源配置。将那些政治过硬、实绩突出、群众公认和有发展潜力的优秀年轻公务员充实到后备干部队伍。对年轻公务员分类建库管理、动态跟踪培养。建立年轻公务员常态化选拔机制，优先选拔在艰苦地区、基层一线、经济主战场经受锻炼、实绩突出的优秀年轻公务员。"
第五版 基层党建,流入流出 无缝衔接,,"核心提要
●不以人员编制类型、用工形式、房屋产权或户籍等方面原因人为设置门槛
●流出地、流入地的市、区、镇以及村“双边四级”建立联席会议制度，党组织签订双向共管协议
本报广州讯 （通讯员 穗组）广州市针对流动党员去向难掌握、管理难落实、活动难开展、作用难发挥等难点痛点，近日制定出台《广州市流动党员管理办法（试行）》，确保流动党员始终处于党组织的有效管理之中，充分发挥先锋模范作用。
该市从组织关系转接、党组织设置等方面对流动党员的动态跟踪作了具体规定，确保对流出党员“知现状、知想法、知去向”，做到“离乡不失联”“流出不流失”。明确流动党员转接组织关系的先后顺序，解决党员流入时“落地难”“接收无门”的问题，特别是针对广州大量流动党员挂靠人才市场的现象，明确各级人力资源公共服务机构党组织可创新工作方式，推动流动党员向就业单位或居住地党组织转接。明确各级党组织要积极帮助党员解决组织关系转接中遇到的困难，专门提出不能以人员编制类型、用工形式、房屋产权或户籍等方面原因人为设置门槛，重点解决党组织在转接组织关系中“踢皮球”现象，杜绝转接过程中推诿扯皮、无故拒转拒接等问题的发生。各区、各单位每年组织开展一次流动党员排查，逐一建档立册，实行动态管理，并对流入流出党员数量、分布进行认真分析研判，做到底子清、数据新、资料实，扎实做好流动党员的身份确认工作。
广州市在党组织职责、党员权利、党员义务等方面对加强流动党员教育管理进行了有益探索，确保将流动党员纳入有效管理，做到“离乡不离党”“流出有组织”。在流动党员较为集中的商务楼宇、商圈市场和工业园区，专门建立流动党员党组织，灵活采取单独建、挂靠建、依托驻穗办事机构建等方式，为流动党员“安家”。流出地、流入地市、区（县）、镇（街道、企事业单位）以及村（社区）“双边四级”建立联席会议制度，落实共管措施、定期联系，切实加强流出、流入地党组织的有效沟通。在流动党员较为集中且流出地相对一致的区域，流入地和流出地党组织签订双向共管协议，并将流出地党组织委托事项和流入地党组织可提供的服务事项以清单形式列入协议内容，有效解决流动党员管理“一头热一头冷”的现象。
该市对组织流动党员开展活动的内容、场所、经费等作了规定，确保无论流动到哪里，都能及时找到组织、参加活动，始终做到“离乡保活力”“流入能融入”。要求流入地党组织积极组织流动党员参加学习教育、组织生活、民主议事、志愿服务等活动，解决组织生活不够严、主题党日不够活的问题，切实激发在穗流动党员的荣誉感、使命感和责任感。流入地党组织依托党群服务中心（站）、党员教育基地等资源，向流动党员党组织有序开放、共享；充分利用镇（街）党校、各类职业技术学校等培训阵地，开展党的创新理论、职业技能、经营管理、权益保障等培训，确保流动党员主动参与、乐于参与。各区、各单位党（工）委（党组）、镇（街道）党（工）委要通过党费支持、纳入企业管理费用等渠道解决流动党员管理工作所需经费，切实解除流动党员党组织的后顾之忧。"
第五版 基层党建,图片报道,,"
近日，重庆市涪陵区组织党员干部深入田间地头，帮助农户收砍青菜头，吹响春耕春播的动员号。图为党员干部正在收砍青菜头。   张永江 摄影报道"
第五版 基层党建,山西壶关：“515”工作法防驻村干部“混经历”,,"本报壶关讯 （通讯员 崔前军 李国红）近年来，山西壶关县在脱贫攻坚中实行“515”工作法，有效防止驻村干部“混基层经历”。
“515”工作考核办法，即五个“一五”。一是驻村帮扶一周五天。乡镇包村干部、工作队、第一书记每周驻村五天四夜，每月吃住在村不少于15天。二是主干帮扶一天五户。帮扶主干（乡镇包片包村干部、支书、主任、会计、工作队长、第一书记）分为2-3个组，每天入户帮扶不少于5户。三是主干责任一五分担。要求帮扶主干既要以村确定一名总负责人，明确基础设施、公共服务、信息资料、资金项目、入户帮扶的分工责任，也要明确每名帮扶主干具体承担该村五分之一贫困户的帮扶责任和五分之一非贫困户的政策宣传落实责任，还要统筹协调帮扶责任人落实帮扶责任。四是党员干部一帮五户。每名党员干部都要帮扶联系五户贫困户，每月至少到户1-2次。五是为贫困户办实事1-5件（或献爱心100-500元），激发贫困户主动脱贫内生动力。"
第五版 基层党建,陕西商南：“四亮”行动促村党组织建设标准化,,"本报商南讯 （通讯员 江学树）近年来，陕西商南县围绕村级党组织标准化建设，大力实施“四亮”行动，推进村级党组织建设全面规范、全面进步、全面过硬。
该县在阵地“亮牌”上，投资1000多万元，按照党徽、党旗、党建宣传栏、党建文化墙、党建大屏幕、远程教育、党群服务中心、国旗“7+1”的红色元素和党建内容标准化建设，打造白天可用、晚上可看的党建“红景”；在支部“亮诺”上，以党务公开栏、“大喇叭”为载体，亮出支部书记任职承诺、支部年度工作计划等事项；在党员“亮分”上，推行党员积分承诺制，根据党员个性特点、能力特长，作出公开承诺，公开晾晒结果；在服务“亮效”上，借助党建宣传栏，亮出支部承诺事项完成情况及抓党建促脱贫攻坚、乡村振兴等中心工作成效。"
第五版 基层党建,国企党建“走心”助发展,,"本报苍南讯 （通讯员 沈珠鑫 金招罗）近年来，浙江苍南县通过实施“强化核心、夯实责任心、融入中心、下移重心、凝聚人心”的“五心聚力”模式，全面加强党的建设，为做强做优做大国有企业提供强大保障。
为强化核心，该县完善党组织议事工作规则，明确党组织议事是董事会、经营班子决策重大问题的前置程序，赋予党组织在重大决策中的决定权、把关权、监督权，确保党的意图贯穿改革发展和生产经营全过程。全面实施“双向进入、交叉任职”机制，推行党组织书记和董事长“一肩挑”，其他班子成员合法进入董事会、监事会和经营班子，切实保障党组织发挥总揽全局、协调各方的核心作用。
在夯实责任心方面，苍南县按照“工作项目化、项目清单化、清单节点化、节点责任化”要求，逐级建立党组织及班子成员抓党建责任清单、问题清单、任务清单和领办项目、述职承诺制度，将党建工作重点任务分解成具体项目。建立健全以日常动态督查、半年度集中检查和年末实地考核为基本环节的督导体系，不定期开展现场督导活动，加强问题整改跟踪。完善党建工作目标管理责任制考核办法，将年度工作要求细化为41项重点内容，并按20%的分值权重纳入企业负责人业绩考评体系，与其任免、薪酬、奖惩挂钩。
该县通过融入中心抓实企业党建。在企业重点班组、关键岗位设立党员先锋抢修队17支、党员示范岗144个，通过开展“党旗飘扬在一线”等活动，做到重要岗位有党员领着、难点问题有党员攻着、关键项目有党员盯着。积极参与“百企结百村”等行动，采取选派第一书记、支部结对、项目帮扶等方式，推动村企形成优势互补、合力共进的良好局面。
苍南县制定国有企业基层党组织建设基本规范，按照“动员部署、摸底自查、对标创争、考核验收”四个步骤，推进基层党支部标准化建设全覆盖。深入实施“双培养一输送”工程，重视在生产经营一线和青年员工中发展党员，把最优秀党员选拔到党组织领导班子岗位，把党组织领导班子岗位作为培养选拔企业领导人员的重要平台，进一步强化企业“四好班子”建设。
为凝聚人心，该县试点推行“早课”制度，办好“传统课堂”“微型课堂”和“网络课堂”，推动党的理论创新成果进企业、进车间、进班组、进岗位、进头脑。出台“清廉国企”建设实施意见，清单式分解创建内容、工作责任，筑牢“清廉”基石。全力推进“一企业一品牌”“一支部一特色”“一党员一闪光”品牌培育，助推企业改革发展。"
第五版 基层党建,上海杨浦区“网红思政课”聚新生力量,,"本报上海讯 （通讯员 沪组轩）近年来，上海市杨浦区注重发挥区域内高校人文优势、互联网龙头企业平台优势和党建工作优势，打造“大家微讲堂·社区政工师”项目，强化了党建对新兴领域、新生阶层和社区党员群众的引领凝聚。
杨浦区委组织部落实专人，定向联系复旦大学、同济大学等10所区域内高校，根据高校师生融入社区的公益需求和楼宇、园区、社区青年的“解疑释惑”需求，建立“两份需求清单配对遴选、组织宣传部门推荐初选”的教师遴选机制，遴选出第一批12位“大家微讲堂”名师。
在双向对接基础上，该区建立社区政工师制度，12位高校思政、人文“大家”与12个街镇结对担任社区政工师，每季度在街镇社区党校为党员群众开1次讲座，以“单节课不超过50分钟，互动时间不少于20分钟”为模式，开展现场互动式教学。对所有录播讲座进行再创作，并开发微视频等衍生产品，通过网站、微信公众号进行传播，形成了体现杨浦特色的思政互联网产品。
目前，“大家微讲堂”已开展10讲，现场预约报名达1.2万人次，网站直播达203.5万点击量，对校区、园区、社区青年产生积极影响。"
第五版 基层党建,江苏丰县产业链上建支部,,"本报丰县讯 （通讯员 宋开楠）去年以来，江苏丰县全面推行“党建+产业链”脱贫攻坚模式，将党支部建在产业链上，有效推动党建优势转化为扶贫优势。
丰县充分调研分析全县农村产业情况，整合村级党组织和产业链党组织资源，构建以村党组织为核心、其他经济社会服务组织为补充的村级组织体系。区分产业链党组织具体类别，制定完善产业链党支部职责任务、议事决策等制度规定，确保产业链党支部建设运行有章可循。选优配强产业链党组织带头人队伍，将优秀经济合作社负责人、返乡创业人员、大学生村官培养成党员，将素质好、能力强的优秀党员培养为党组织带头人。结合县委全面派驻第一书记工作，该县组织县直机关、企事业单位党组织与产业链党组织“结对联姻”，指导建强组织、推动长效发展、兴办帮扶实事、加强监督管理。明确产业链党员双重隶属管理，确保每名党员不脱管、不漏管、不虚管。"
第五版 基层党建,图片报道,,"
近年来，山东淄博市博山区源泉镇党组织引领发展猕猴桃产业，带动群众致富。图为农技人员为猕猴桃种植户教授剪枝技术。 尹立成 刘文轩 戴巍 摄影报道"
第五版 基层党建,四川马边基层党课“三变”增实效,,"本报马边讯 （通讯员 马组轩）2018年以来，四川马边彝族自治县探索基层党课“三变”，有效解决工学矛盾等问题，促进党课质量上台阶。
“三变”，即变固定教学为移动授课，建立由外聘教授、县领导、支部书记、包村干部等组成的党课宣讲团，针对党员人数多、分布散等实际情况，将党课由固定地点向场镇街头、农家院坝、田间地头延伸；变单一形式为多种形式，充分运用“策马扬边”电视，微政务、微信公众号等多种形式和平台，发布学习内容，开展空中学习，多方位满足党员学习需求；变填鸭教学为按需授课，根据不同类型的党员需求，将国家政策、优秀党员事迹与实用技术培训有机结合起来，确定不同的授课主题，分层分类培训党员、群众。截至目前，该县已开展各类读书班、培训班、主题党日、送课上门1184场次，覆盖22187人次。"
第五版 基层党建,“红色街区”点亮党建之光,,"本报郑州讯 （通讯员 张俊永）近年来，郑州市管城区针对城市人群构成分布变化和社会治理需求转型等新情况，通过创建“红色街区”，整合区域内各类党建资源，有效激发城市基层党建活力，营造了浓厚的红色氛围。
该区各街道以社区为基础，依托现有阵地进行资源整合，将区域内党政机关、事业单位、学校、非公企业党组织等高效融合，纳入“红色街区”区域党委，在显要位置设立党史展览墙、党建动漫墙、时代楷模墙等红色阵地，形成红色街区统一领导、相关单位积极配合、非公经济及社会组织共同参与的联动格局。按照资源共享、优势互补、共建共管的原则，成立“红色街区”共建理事会，建立“党建联席会+常任理事会+秘书办公室”的日常运行模式，每月召开一次常任理事会，每季度召开一次党建联席会，围绕街区内工作沟通情况、交流经验、解决问题。截至目前，各街区召开党建联席会18场次、常任理事会40场次，解决各类民生、社会问题120件。
该区建立以楼栋为经、单元为纬的网格体系，将党组织和党员全部划入格中，通过设立微课堂、认领微心愿、开展微公益、弘扬微典型、畅通微循环等“五微”服务，将矛盾化解在社区，把多元服务带给居民，逐步实现“群众点单、支部服务、群众受益”的服务格局。在街区创办“爱心银行”，设立党员诚信经营户、邻里和睦互助志愿服务岗等12类志愿岗，辖区党员群众参与志愿服务情况以积分形式记录在“爱心储蓄存折”上，积分可兑换街区内非公企业和商户提供的公益理发券、家政服务券、免费停车券等消费服务。截至目前，全区办理党员“爱心存折”1668本，开展“五微”活动1200余次，服务居民20000余人次。
坚持典型示范引领，该区定期组织开展“街区形象大使”“街区微笑之星”“街区十大先锋人物”评选活动，通过公开“党员承诺”、印制“党员商户”名片、发放“优秀党员家庭”门牌等方式，在街区内大力培植一批党员示范楼院、星级党员商户、党员示范店等先进典型。创建“红色文化讲师团”，以社区老年大学、科普大学为载体，创办各具特色的“红色学堂”，定期为基层党员群众授课。各街区每年举办一届街区文化艺术节，丰富街区内党员群众的精神文化生活。截至目前，各街区共为基层党员群众上党课200多场次，开展各类文体活动150场次，评选出身边先进典型110名。"
第五版 基层党建,江西都昌强化党建述评考结果运用,,"本报都昌讯 （通讯员 占灯辉）近日，江西都昌县下发《关于开展2018年度基层党建述职评议考核工作的通知》，注重强化党建述职综合评价结果的运用，明确综合评价意见材料要归入个人档案。
该县要求组织部门根据述职评议、领导点评、现场测评情况，结合平时调研督查了解掌握的情况，对各党（工）委书记本年度抓基层党建工作情况形成综合评价意见。综合评价意见要突出履行第一责任人职责和指导推进任务落实情况，明确指出哪些做得好、哪些做得不好，还存在哪些问题，并按“好、较好、一般、差”四个等次作出总体评价，防止简单以现场测评结果确定评价等次，评价等次要有所区分，防止好人主义。综合评价意见经县委研究后，向本人反馈，在一定范围内通报，并归入个人档案。对评价为“一般”“差”的，年度考核不得确定为“优秀”等次，并进行约谈、限期整改。"
